final_energy,mean_energy,max_energy,oscillation_count,oscillation_index,regression_count,c1_alerts,c2_rejections,final_energy_std,mean_energy_std,max_energy_std,oscillation_count_std,oscillation_index_std,regression_count_std,c1_alerts_std,c2_rejections_std,h_rate,lr,drift_freq,drift_label,ablation,n_seeds
1852.0219337066894,1326.3537404781584,1852.0219337066894,222.0,0.37,63.1,132.4,581.7,1855.517109621013,1372.9440422485457,1855.517109621013,3.9496835316262997,0.006582805886043828,8.371977066380438,36.557352201711765,5.119570294468081,0.4,0.7,0,stationary,full,10
6.172597275113139e+236,1.5388371949295591e+234,6.172597275113139e+236,386.7,0.6445000000000001,386.7,0.0,0.0,inf,inf,inf,14.642745644174797,0.02440457607362465,14.642745644174797,0.0,0.0,0.4,1.0,0,stationary,none,10
1852.0219337066894,1326.3537404781584,1852.0219337066894,222.0,0.37,63.1,132.4,581.7,1855.517109621013,1372.9440422485457,1855.517109621013,3.9496835316262997,0.006582805886043828,8.371977066380438,36.557352201711765,5.119570294468081,0.4,1.0,0,stationary,full,10
2078.8791274353357,339.9212121288809,2079.1565558956613,342.0,0.57,202.3,0.0,0.0,872.6266832669335,135.19628867541317,872.3454167647049,16.037456157383563,0.026729093595639273,22.856290162666383,0.0,0.0,0.5,0.01,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,225.7,0.37616666666666665,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,8.544588931013593,0.014240981551689326,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.01,0,stationary,full,10
42432465554633.336,1395408557036.7927,42432465862824.21,440.5,0.7341666666666666,422.0,0.0,0.0,44367314584479.516,1369575075989.5586,44367314594497.125,12.34706442843804,0.020578440714063412,14.642404174178502,0.0,0.0,0.5,0.05,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,225.7,0.37616666666666665,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,8.544588931013593,0.014240981551689326,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.05,0,stationary,full,10
1.4091400949661022e+26,2.3329800074972363e+24,1.4091400949661114e+26,447.5,0.7458333333333333,442.5,0.0,0.0,2.3696751110254846e+26,3.6163444965854346e+24,2.3696751110254846e+26,13.980343343423293,0.023300572239038815,13.807606599262597,0.0,0.0,0.5,0.1,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,225.7,0.37616666666666665,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,8.544588931013593,0.014240981551689326,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.1,0,stationary,full,10
4.700619930539012e+49,4.087885086359988e+47,4.700619930539012e+49,400.3,0.6671666666666667,399.3,0.0,0.0,1.0959055790167147e+50,9.23394264382948e+47,1.0959055790167147e+50,12.522379965485793,0.02087063327580965,12.116517651536682,0.0,0.0,0.5,0.2,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,225.7,0.37616666666666665,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,8.544588931013593,0.014240981551689326,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.2,0,stationary,full,10
2.1533102664949146e+71,1.4037066925430247e+69,2.1533102664949146e+71,370.8,0.6180000000000001,370.4,0.0,0.0,5.348921651662785e+71,3.473738761476195e+69,5.348921651662785e+71,11.76265276202609,0.01960442127004348,11.577564510725042,0.0,0.0,0.5,0.3,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,225.7,0.37616666666666665,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,8.544588931013593,0.014240981551689326,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.3,0,stationary,full,10
1.0517260846500246e+110,5.180707994616922e+107,1.0517260846500246e+110,347.9,0.5798333333333334,347.7,0.0,0.0,2.6024636562538864e+110,1.3056615615628722e+108,2.6024636562538864e+110,9.470480452437457,0.015784134087395763,9.539916142189092,0.0,0.0,0.5,0.5,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,225.7,0.37616666666666665,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,8.544588931013593,0.014240981551689326,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.5,0,stationary,full,10
6.589499655965546e+143,2.8042618230399234e+141,6.589499655965546e+143,334.8,0.558,334.7,0.0,0.0,1.6066079793580923e+144,7.074257946300179e+141,1.6066079793580923e+144,9.957911427603682,0.016596519046006144,9.747307320486001,0.0,0.0,0.5,0.7,0,stationary,none,10
